Name,Source,Type,Rarity,Power,Attune-Requirement,Attune,Cursed,Ibs,Use,Proficiency-Tools,Quality-1,Quality-2,Quality-3,No-of-Mat,Mat-Base-Price,Mat-Total-Cost,Labor-Cost,Enchant-Cost,Resale-Normal,Total-Cost,Description
"Barrier Tattoo, Rare",TCE 122,Tattoo,Rare,Major,none,TRUE,FALSE,,Permanent,Tattoo-Kit,Inert ,,,8,200,"1,600",350,50,"1,000","2,000","Produced by a special needle, this magic tattoo depicts protective imagery and uses ink that resembles liquid metal.

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.
If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

Protection. While you arent wearing armor, the tattoo grants you an Armor Class of 15 + your Dexterity modifier (maximum of +2). You can use a shield and still gain this benefit."
Shadowfell Brand Tattoo,TCE 134,Tattoo,Rare,Major,none,TRUE,FALSE,,Permanent,Tattoo-Kit,Void,Mercurial,,8,200,"1,600",350,50,"1,000","2,000","Produced by a special needle, this magic tattoo is dark in color and abstract.

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.
If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

Shadow Essence. You gain darkvision with a range of 60 feet, and you have advantage on Dexterity (Stealth) checks.
Shadowy Defense. When you take damage, you can use your reaction to become insubstantial for a moment, halving the damage you take. Then the reaction cant be used again until the next sunset."
"Spellwrought Tattoo, 4th Spell Level",TCE 135,Tattoo,Rare,Minor,,FALSE,FALSE,-,Single,Tattoo-Kit,Theurgic,,,1,200,200,30,20,125,250,"Produced by a special needle, this magic tattoo contains a single 4th level spell, wrought on your skin by a magic needle. To use the tattoo, you must hold the needle against your skin and speak the command word. The needle turns into ink that becomes the tattoo, which appears on the skin in whatever design you like. Once the tattoo is there, you can cast its spell, requiring no material components. The tattoo glows faintly while you cast the spell and for the spells duration. Once the spell ends, the tattoo vanishes from your skin.

The Ability modifier for this spell is +4; the Save DC is 15 and the attack bonus is +7."
"Spellwrought Tattoo, 5th Spell Level",TCE 135,Tattoo,Rare,Major,,FALSE,FALSE,-,Single,Tattoo-Kit,Theurgic,Special,,2,200,400,50,50,250,500,"Produced by a special needle, this magic tattoo contains a single 5th level spell, wrought on your skin by a magic needle. To use the tattoo, you must hold the needle against your skin and speak the command word. The needle turns into ink that becomes the tattoo, which appears on the skin in whatever design you like. Once the tattoo is there, you can cast its spell, requiring no material components. The tattoo glows faintly while you cast the spell and for the spells duration. Once the spell ends, the tattoo vanishes from your skin.

The Ability modifier for this spell is +5; the Save DC is 17 and the attack bonus is +9."
"Barrier Tattoo, Uncommon",TCE 122,Tattoo,Uncommon,Major,none,TRUE,FALSE,,Permanent,Tattoo-Kit,Inert ,,,8,60,480,105,15,300,600,"Produced by a special needle, this magic tattoo depicts protective imagery and uses ink that resembles liquid metal.

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.
If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

Protection. While you arent wearing armor, the tattoo grants you an Armor Class of 12 + your dexterity bonus. You can use a shield and still gain this benefit."
Coiling Grasp Tattoo,TCE 123,Tattoo,Uncommon,Major,none,TRUE,FALSE,,Permanent,Tattoo-Kit,Forceful,Phantasmal,,8,60,480,105,15,300,600,"Produced by a special needle, this magic tattoo has long intertwining designs.

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.
If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

Grasping Tendrils. While the tattoo is on your skin, you can, as an action, cause the tattoo to extrude into inky tendrils, which reach for a creature you can see within 15 feet of you. The creature must succeed on a DC 14 Strength saving throw or take 3d6 force damage and be grappled by you. As an action, the creature can escape the grapple by succeeding on a DC 14 Strength (Athletics) or Dexterity (Acrobatics) check. The grapple also ends if you halt it (no action required), if the creature is ever more than 15 feet away from you, or if you use this tattoo on a different creature."
Eldritch Claw Tattoo,TCE 126,Tattoo,Uncommon,Major,none,TRUE,FALSE,,Permanent,Tattoo-Kit,Forceful,Inert ,,8,60,480,105,15,300,600,"Produced by a special needle, this magic tattoo depicts clawlike forms and other jagged shapes.

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin.
If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

Magical Strikes. While the tattoo is on your skin, your unarmed strikes are considered magical for the purpose of overcoming immunity and resistance to nonmagical attacks, and you gain a +1 bonus to attack and damage rolls with unarmed strikes.
Eldritch Maul. As a bonus action, you can empower the tattoo for 1 minute. For the duration, each of your melee attacks with a weapon or an unarmed strike can reach a target up to 15 feet away from you, as inky tendrils launch toward the target. In addition, your melee attacks deal an extra 1d6 force damage on a hit. Once used, this bonus action cant be used again until the next dawn."
"Spellwrought Tattoo, 2nd Spell Level",TCE 135,Tattoo,Uncommon,Minor,,FALSE,FALSE,-,Single,Tattoo-Kit,Theurgic,,,1,60,60,10,5,38,75,"Produced by a special needle, this magic tattoo contains a single 2nd level spell, wrought on your skin by a magic needle. To use the tattoo, you must hold the needle against your skin and speak the command word. The needle turns into ink that becomes the tattoo, which appears on the skin in whatever design you like. Once the tattoo is there, you can cast its spell, requiring no material components. The tattoo glows faintly while you cast the spell and for the spells duration. Once the spell ends, the tattoo vanishes from your skin.

The Ability modifier for this spell is +3; the Save DC is 13 and the attack bonus is +5."
"Spellwrought Tattoo, 3rd Spell Level",TCE 135,Tattoo,Uncommon,Major,,FALSE,FALSE,-,Single,Tattoo-Kit,Theurgic,Special,,2,60,120,15,15,75,150,"Produced by a special needle, this magic tattoo contains a single 3rd level spell, wrought on your skin by a magic needle. To use the tattoo, you must hold the needle against your skin and speak the command word. The needle turns into ink that becomes the tattoo, which appears on the skin in whatever design you like. Once the tattoo is there, you can cast its spell, requiring no material components. The tattoo glows faintly while you cast the spell and for the spells duration. Once the spell ends, the tattoo vanishes from your skin.

The Ability modifier for this spell is +4; the Save DC is 15 and the attack bonus is +7."
"Absorbing Tattoo, Black",TCE 119,Tattoo,Very-Rare,Major,none,TRUE,FALSE,,Charged,Tattoo-Kit,Necrotic,Theurgic,,6,"2,000","12,000","2,800",200,"7,500","15,000","Produced by a special needle, this magic tattoo features designs that emphasize the black color. 

Tattoo Attunement. To attune to this item, you hold the needle to your skin where you want the tattoo to appear, pressing the needle there throughout the attunement process. When the attunement is complete, the needle turns into the ink that becomes the tattoo, which appears on the skin. If your attunement to the tattoo ends, the tattoo vanishes, and the needle reappears in your space.

Damage Resistance. While the tattoo is on your skin, you have resistance to necrotic damage.

Damage Absorption. When you take damage of the chosen type, you can use your reaction to gain immunity against that instance of the damage, and you regain a number of hit points equal to half the damage you would have taken. Once this reaction is used, it cant be used again until the next dawn.
"
